Country/Territory,Cause,Total_Cases
Libya,Parkinson's Disease,3497
Libya,HIV/AIDS,1352
Libya,Maternal Disorders,1019
Libya,Malaria,0
Lithuania,Chronic Respiratory Diseases,31808
Lithuania,Parkinson's Disease,6271
Lithuania,Neonatal Disorders,3315
Lithuania,Digestive Diseases,51246
Lithuania,Interpersonal Violence,9714
Lithuania,Cardiovascular Diseases,657865
Lithuania,Protein-Energy Malnutrition,85
Lithuania,Exposure to Forces of Nature,20
Lithuania,Diarrheal Diseases,301
Lithuania,Lower Respiratory Infections,16145
Lithuania,Conflict and Terrorism,19
Lithuania,Meningitis,1042
Lithuania,Alzheimer's Disease and Other Dementias,32826
Lithuania,"Fire, Heat, and Hot Substances",4251
Lithuania,Environmental Heat and Cold Exposure,8876
Lithuania,Alcohol Use Disorders,17741
Lithuania,Drowning,11752
Lithuania,Drug Use Disorders,2803
Lithuania,Malaria,0
Lithuania,Self-harm,42217
Lithuania,Acute Hepatitis,73
Lithuania,Poisonings,4540
Lithuania,HIV/AIDS,1784
Lithuania,Road Injuries,21638
Lithuania,Chronic Kidney Disease,6720
Lithuania,Nutritional Deficiencies,190
Lithuania,Diabetes Mellitus,7278
Lithuania,Maternal Disorders,137
Lithuania,Tuberculosis,9166
Lithuania,Neoplasms,241986
Lithuania,Cirrhosis and Other Chronic Liver Diseases,25576
Luxembourg,Cirrhosis and Other Chronic Liver Diseases,2781
Luxembourg,Interpersonal Violence,212
Luxembourg,Protein-Energy Malnutrition,146
Luxembourg,Neonatal Disorders,278
Luxembourg,Nutritional Deficiencies,158
Luxembourg,Diarrheal Diseases,310
Luxembourg,Drowning,97
Luxembourg,Alzheimer's Disease and Other Dementias,4564
Luxembourg,Acute Hepatitis,0
Luxembourg,"Fire, Heat, and Hot Substances",95
Luxembourg,Conflict and Terrorism,1
Luxembourg,Road Injuries,1515
Luxembourg,Meningitis,48
Luxembourg,Diabetes Mellitus,1831
Luxembourg,Self-harm,2030
Luxembourg,Maternal Disorders,10
Luxembourg,Poisonings,36
Luxembourg,HIV/AIDS,131
Luxembourg,Chronic Kidney Disease,2471
Luxembourg,Neoplasms,33867
Luxembourg,Alcohol Use Disorders,664
Luxembourg,Environmental Heat and Cold Exposure,30
Luxembourg,Drug Use Disorders,438
Luxembourg,Parkinson's Disease,1263
Luxembourg,Malaria,0
Luxembourg,Chronic Respiratory Diseases,5729
Luxembourg,Digestive Diseases,5812
Luxembourg,Cardiovascular Diseases,41754
Luxembourg,Exposure to Forces of Nature,2
Luxembourg,Tuberculosis,79
Luxembourg,Lower Respiratory Infections,3364
Madagascar,Drug Use Disorders,849
Madagascar,Diabetes Mellitus,59912
Madagascar,Maternal Disorders,75125
Madagascar,Meningitis,81655
Madagascar,Alzheimer's Disease and Other Dementias,18593
Madagascar,Exposure to Forces of Nature,2072
Madagascar,Poisonings,10727
Madagascar,Drowning,15133
Madagascar,Neoplasms,230677
Madagascar,Road Injuries,72953
Madagascar,Alcohol Use Disorders,3324
Madagascar,Interpersonal Violence,11761
Madagascar,Cardiovascular Diseases,773591
Madagascar,Nutritional Deficiencies,260158
Madagascar,"Fire, Heat, and Hot Substances",11569
Madagascar,Acute Hepatitis,6929
Madagascar,Cirrhosis and Other Chronic Liver Diseases,105287
Madagascar,Environmental Heat and Cold Exposure,3720
Madagascar,Malaria,202088
Madagascar,Lower Respiratory Infections,488612
Madagascar,Diarrheal Diseases,640290
Madagascar,Digestive Diseases,159999
Madagascar,Parkinson's Disease,4612
Madagascar,Protein-Energy Malnutrition,252909
Madagascar,Chronic Respiratory Diseases,149271
Madagascar,Tuberculosis,344136
Madagascar,Conflict and Terrorism,1343
Madagascar,Self-harm,33836
Madagascar,Chronic Kidney Disease,42875
Madagascar,HIV/AIDS,34991
Madagascar,Neonatal Disorders,386736
Malawi,Neoplasms,226599
Malawi,Acute Hepatitis,12214
Malawi,Protein-Energy Malnutrition,109606
Malawi,Exposure to Forces of Nature,953
Malawi,Self-harm,28814
Malawi,Lower Respiratory Infections,380042
Malawi,Maternal Disorders,39029
Malawi,Digestive Diseases,151852
Malawi,HIV/AIDS,1265348
Malawi,"Fire, Heat, and Hot Substances",10228
Malawi,Poisonings,9509
Malawi,Parkinson's Disease,4515
Malawi,Alcohol Use Disorders,2825
Malawi,Chronic Kidney Disease,41137
Malawi,Cardiovascular Diseases,371555
Malawi,Chronic Respiratory Diseases,62074
Malawi,Meningitis,107433
Malawi,Drug Use Disorders,716
Malawi,Tuberculosis,274335
Malawi,Conflict and Terrorism,92
Malawi,Road Injuries,55753
Malawi,Malaria,404288
Malawi,Environmental Heat and Cold Exposure,2442
Malawi,Cirrhosis and Other Chronic Liver Diseases,99983
Malawi,Diabetes Mellitus,58163
Malawi,Nutritional Deficiencies,113304
Malawi,Diarrheal Diseases,413051
Malawi,Drowning,14016
Malawi,Alzheimer's Disease and Other Dementias,19156
Malawi,Neonatal Disorders,393356
Malawi,Interpersonal Violence,9142
Malaysia,Neoplasms,570533
Malaysia,HIV/AIDS,49843
Malaysia,Neonatal Disorders,58843
Malaysia,Cirrhosis and Other Chronic Liver Diseases,94730
Malaysia,Road Injuries,178875
Malaysia,Poisonings,5519
Malaysia,Chronic Kidney Disease,113850
Malaysia,Parkinson's Disease,16274
Malaysia,Alcohol Use Disorders,4559
Malaysia,Drowning,21733
Malaysia,Nutritional Deficiencies,5563
Malaysia,Conflict and Terrorism,123
Malaysia,Alzheimer's Disease and Other Dementias,64618
Malaysia,Digestive Diseases,202459
Malaysia,Cardiovascular Diseases,1194056
Malaysia,Diarrheal Diseases,31782
Malaysia,Environmental Heat and Cold Exposure,371
Malaysia,Exposure to Forces of Nature,794
Malaysia,Tuberculosis,64779
Malaysia,Lower Respiratory Infections,336632
Malaysia,Protein-Energy Malnutrition,5275
Malaysia,Malaria,1437
Malaysia,"Fire, Heat, and Hot Substances",7393
Malaysia,Acute Hepatitis,6003
Malaysia,Meningitis,10204
Malaysia,Chronic Respiratory Diseases,183160
Malaysia,Diabetes Mellitus,90231
Malaysia,Interpersonal Violence,16974
Malaysia,Drug Use Disorders,2393
Malaysia,Self-harm,38809
Malaysia,Maternal Disorders,9806
Maldives,Diabetes Mellitus,993
Maldives,"Fire, Heat, and Hot Substances",140
Maldives,Interpersonal Violence,182
Maldives,Acute Hepatitis,37
Maldives,Protein-Energy Malnutrition,236
Maldives,Alzheimer's Disease and Other Dementias,641
Maldives,Drowning,691
Maldives,Nutritional Deficiencies,301
Maldives,Meningitis,84
Maldives,Road Injuries,554
Maldives,Exposure to Forces of Nature,102
Maldives,Cirrhosis and Other Chronic Liver Diseases,660
Maldives,Neonatal Disorders,3814
Maldives,Diarrheal Diseases,627
Maldives,Environmental Heat and Cold Exposure,0
Maldives,Malaria,0
Maldives,Tuberculosis,766
Maldives,Digestive Diseases,1023
Maldives,Chronic Respiratory Diseases,3024
Maldives,Parkinson's Disease,180
Maldives,Lower Respiratory Infections,859
Maldives,Chronic Kidney Disease,1686
Maldives,Self-harm,392
Maldives,HIV/AIDS,12
Maldives,Conflict and Terrorism,0
Maldives,Drug Use Disorders,27
Maldives,Cardiovascular Diseases,11463
Maldives,Poisonings,0
Maldives,Maternal Disorders,383
Maldives,Alcohol Use Disorders,30
Maldives,Neoplasms,4030
Mali,Meningitis,189707
Mali,Self-harm,19059
Mali,Exposure to Forces of Nature,124
Mali,Nutritional Deficiencies,304544
Mali,Tuberculosis,174546
Mali,Diarrheal Diseases,579172
Mali,Digestive Diseases,148239
Mali,Neoplasms,191446
Mali,Chronic Respiratory Diseases,103596
Mali,Chronic Kidney Disease,56761
Mali,Parkinson's Disease,6495
Mali,Protein-Energy Malnutrition,297954
Mali,Malaria,711087
Mali,HIV/AIDS,137382
Mali,Diabetes Mellitus,55390
Mali,Cardiovascular Diseases,423975
Mali,"Fire, Heat, and Hot Substances",17049
Mali,Interpersonal Violence,37790
Mali,Maternal Disorders,80995
Mali,Drug Use Disorders,319
Mali,Lower Respiratory Infections,387730
Mali,Alcohol Use Disorders,2066
Mali,Poisonings,13283
Mali,Cirrhosis and Other Chronic Liver Diseases,85878
Mali,Road Injuries,61404
Mali,Drowning,24627
Mali,Environmental Heat and Cold Exposure,3140
Mali,Neonatal Disorders,747229
Mali,Alzheimer's Disease and Other Dementias,23893
Mali,Conflict and Terrorism,32775
Mali,Acute Hepatitis,15178
Malta,Nutritional Deficiencies,30
Malta,Diabetes Mellitus,3133
Malta,Cirrhosis and Other Chronic Liver Diseases,1188
Malta,Parkinson's Disease,1043
Malta,Tuberculosis,43
Malta,Self-harm,689
Malta,Poisonings,30
Malta,Chronic Kidney Disease,2328
Malta,Lower Respiratory Infections,4352
Malta,Chronic Respiratory Diseases,3866
Malta,Protein-Energy Malnutrition,17
Malta,"Fire, Heat, and Hot Substances",64
Malta,Drowning,137
Malta,Alzheimer's Disease and Other Dementias,3887
Malta,Acute Hepatitis,0
Malta,Digestive Diseases,3188
Malta,Neoplasms,23644
Malta,Meningitis,77
Malta,Cardiovascular Diseases,39696
Malta,Conflict and Terrorism,3
Malta,Drug Use Disorders,171
Malta,Environmental Heat and Cold Exposure,30
Malta,HIV/AIDS,74
Malta,Neonatal Disorders,474
Malta,Road Injuries,674
Malta,Interpersonal Violence,171
Malta,Diarrheal Diseases,51
Malta,Exposure to Forces of Nature,1
Malta,Malaria,0
Malta,Maternal Disorders,16
Malta,Alcohol Use Disorders,77
Marshall Islands,Nutritional Deficiencies,61
Marshall Islands,Cirrhosis and Other Chronic Liver Diseases,262
Marshall Islands,Interpersonal Violence,120
Marshall Islands,Tuberculosis,264
Marshall Islands,Chronic Kidney Disease,345
Marshall Islands,"Fire, Heat, and Hot Substances",30
Marshall Islands,Drug Use Disorders,0
Marshall Islands,Exposure to Forces of Nature,0
Marshall Islands,Maternal Disorders,60
Marshall Islands,Alzheimer's Disease and Other Dementias,67
Marshall Islands,Lower Respiratory Infections,666
Marshall Islands,Road Injuries,311
Marshall Islands,Drowning,183
Marshall Islands,Acute Hepatitis,15
Marshall Islands,Parkinson's Disease,49
Marshall Islands,Environmental Heat and Cold Exposure,0
Marshall Islands,Neoplasms,1125
Marshall Islands,Alcohol Use Disorders,27
Marshall Islands,Neonatal Disorders,505
Marshall Islands,Poisonings,0
Marshall Islands,Chronic Respiratory Diseases,706
Marshall Islands,Cardiovascular Diseases,3454
Marshall Islands,HIV/AIDS,56
Marshall Islands,Digestive Diseases,457
Marshall Islands,Diarrheal Diseases,279
Marshall Islands,Self-harm,341
Marshall Islands,Conflict and Terrorism,0
Marshall Islands,Protein-Energy Malnutrition,58
Marshall Islands,Malaria,0
Marshall Islands,Meningitis,49
Marshall Islands,Diabetes Mellitus,696
Mauritania,Chronic Respiratory Diseases,14363
Mauritania,Diarrheal Diseases,85902
Mauritania,Acute Hepatitis,1105
Mauritania,Drug Use Disorders,105
Mauritania,Malaria,26053
Mauritania,Lower Respiratory Infections,64681
Mauritania,Conflict and Terrorism,156
Mauritania,Tuberculosis,20346
Mauritania,Maternal Disorders,18876
Mauritania,Parkinson's Disease,1790
Mauritania,Drowning,1721
Mauritania,Alcohol Use Disorders,438
Mauritania,Alzheimer's Disease and Other Dementias,6830
Mauritania,Road Injuries,25652
Mauritania,Neoplasms,44019
Mauritania,Exposure to Forces of Nature,76
Mauritania,Meningitis,10642
Mauritania,"Fire, Heat, and Hot Substances",1677
Mauritania,Protein-Energy Malnutrition,13157
Mauritania,Diabetes Mellitus,13766
Mauritania,Nutritional Deficiencies,13719
Mauritania,Interpersonal Violence,4872
Mauritania,Poisonings,1070
Mauritania,Cirrhosis and Other Chronic Liver Diseases,17690
Mauritania,Digestive Diseases,29856
Mauritania,Chronic Kidney Disease,14862
Mauritania,Environmental Heat and Cold Exposure,389
Mauritania,Self-harm,3891
Mauritania,Cardiovascular Diseases,95870
Mauritania,HIV/AIDS,1142
Mauritania,Neonatal Disorders,75578
Mauritius,Drowning,1264
Mauritius,Meningitis,324
Mauritius,Nutritional Deficiencies,383
Mauritius,Neoplasms,30641
Mauritius,Chronic Kidney Disease,21994
Mauritius,Parkinson's Disease,1221
Mauritius,Tuberculosis,464
Mauritius,Interpersonal Violence,949
Mauritius,Malaria,0
Mauritius,Diabetes Mellitus,30978
Mauritius,Drug Use Disorders,254
Mauritius,Exposure to Forces of Nature,31
Mauritius,Environmental Heat and Cold Exposure,21
Mauritius,HIV/AIDS,1273
Mauritius,Cardiovascular Diseases,94929
Mauritius,Digestive Diseases,12375
Mauritius,Poisonings,78
Mauritius,Neonatal Disorders,5335
Mauritius,Conflict and Terrorism,0
Mauritius,Self-harm,3994
Mauritius,Road Injuries,5315
Mauritius,Alzheimer's Disease and Other Dementias,5838
Mauritius,Cirrhosis and Other Chronic Liver Diseases,8917
Mauritius,"Fire, Heat, and Hot Substances",1076
Mauritius,Alcohol Use Disorders,2024
Mauritius,Diarrheal Diseases,967
Mauritius,Maternal Disorders,250
Mauritius,Chronic Respiratory Diseases,13393
Mauritius,Protein-Energy Malnutrition,358
Mauritius,Acute Hepatitis,34
Mauritius,Lower Respiratory Infections,8047
Mexico,Maternal Disorders,42091
Mexico,Drug Use Disorders,13283
Mexico,Road Injuries,597433
Mexico,Acute Hepatitis,7297
Mexico,Digestive Diseases,1483060
Mexico,Cirrhosis and Other Chronic Liver Diseases,985079
Mexico,Chronic Respiratory Diseases,771520
Mexico,Neonatal Disorders,734235
Mexico,Alzheimer's Disease and Other Dementias,403107
Mexico,Protein-Energy Malnutrition,234785
Mexico,Neoplasms,2134942
Mexico,Interpersonal Violence,554972
Mexico,HIV/AIDS,147499
Mexico,Exposure to Forces of Nature,4593
Mexico,Cardiovascular Diseases,3244515
Mexico,Environmental Heat and Cold Exposure,5348
Mexico,Diabetes Mellitus,1328966
Mexico,Poisonings,18046
Mexico,Conflict and Terrorism,1333
Mexico,Self-harm,158347
Mexico,Meningitis,24956
Mexico,Chronic Kidney Disease,1182693
Mexico,"Fire, Heat, and Hot Substances",31896
Mexico,Alcohol Use Disorders,129387
Mexico,Malaria,218
Mexico,Tuberculosis,113769
Mexico,Drowning,93275
Mexico,Diarrheal Diseases,273613
Mexico,Nutritional Deficiencies,269731
Mexico,Lower Respiratory Infections,643772
Mexico,Parkinson's Disease,87040
Micronesia,Acute Hepatitis,18
Micronesia,Road Injuries,702
Micronesia,Cardiovascular Diseases,8366
Micronesia,Drowning,385
Micronesia,Digestive Diseases,1017
Micronesia,Malaria,0
Micronesia,Nutritional Deficiencies,128
Micronesia,HIV/AIDS,454
Micronesia,Drug Use Disorders,30
Micronesia,Interpersonal Violence,270
Micronesia,Chronic Respiratory Diseases,1790
Micronesia,Neoplasms,2691
Micronesia,Maternal Disorders,123
Micronesia,Exposure to Forces of Nature,53
Micronesia,Diabetes Mellitus,2292
Micronesia,Environmental Heat and Cold Exposure,15
Micronesia,Parkinson's Disease,127
Micronesia,Alcohol Use Disorders,48
Micronesia,Lower Respiratory Infections,1358
Micronesia,Tuberculosis,500
Micronesia,"Fire, Heat, and Hot Substances",48
Micronesia,Cirrhosis and Other Chronic Liver Diseases,565
Micronesia,Alzheimer's Disease and Other Dementias,198
Micronesia,Chronic Kidney Disease,1146
Micronesia,Meningitis,89
Micronesia,Protein-Energy Malnutrition,124
Micronesia,Diarrheal Diseases,501
Micronesia,Self-harm,711
Micronesia,Conflict and Terrorism,0
Micronesia,Neonatal Disorders,758
Micronesia,Poisonings,30
Moldova,Environmental Heat and Cold Exposure,6914
Moldova,Diarrheal Diseases,960
Moldova,Chronic Kidney Disease,5526
Moldova,Road Injuries,20292
Moldova,Chronic Respiratory Diseases,46607
Moldova,Interpersonal Violence,13193
Moldova,Neoplasms,182270
Moldova,HIV/AIDS,4999
Moldova,Exposure to Forces of Nature,69
Moldova,Cardiovascular Diseases,746997
Moldova,Diabetes Mellitus,10389
Moldova,Poisonings,7418
Moldova,Self-harm,22504
Moldova,Conflict and Terrorism,1069
Moldova,"Fire, Heat, and Hot Substances",5067
Moldova,Tuberculosis,10983
Moldova,Malaria,0
Moldova,Alcohol Use Disorders,12646
Moldova,Protein-Energy Malnutrition,115
Moldova,Alzheimer's Disease and Other Dementias,25100
Moldova,Drug Use Disorders,995
Moldova,Digestive Diseases,127944
Moldova,Acute Hepatitis,280
Moldova,Neonatal Disorders,9647
Moldova,Cirrhosis and Other Chronic Liver Diseases,101480
Moldova,Lower Respiratory Infections,32555
Moldova,Meningitis,1571
Moldova,Maternal Disorders,479
Moldova,Nutritional Deficiencies,171
Moldova,Parkinson's Disease,4861
Moldova,Drowning,9498
Monaco,Diabetes Mellitus,108
Monaco,Chronic Kidney Disease,190
Monaco,Self-harm,164
Monaco,Lower Respiratory Infections,651
Monaco,Parkinson's Disease,172
Monaco,Digestive Diseases,497
Monaco,HIV/AIDS,28
Monaco,Chronic Respiratory Diseases,558
Monaco,Drug Use Disorders,0
Monaco,Conflict and Terrorism,0
Monaco,Maternal Disorders,0
Monaco,Alcohol Use Disorders,0
Monaco,Malaria,0
Monaco,Alzheimer's Disease and Other Dementias,723
Monaco,Cirrhosis and Other Chronic Liver Diseases,209
Monaco,Road Injuries,70
Monaco,Poisonings,5
Monaco,Meningitis,0
Monaco,Protein-Energy Malnutrition,0
Monaco,Exposure to Forces of Nature,0
Monaco,Neonatal Disorders,10
Monaco,Diarrheal Diseases,0
Monaco,Tuberculosis,38
Monaco,Nutritional Deficiencies,0
Monaco,Cardiovascular Diseases,5363
Monaco,Interpersonal Violence,0
Monaco,Neoplasms,5775
Monaco,Drowning,30
Monaco,Environmental Heat and Cold Exposure,0
Monaco,Acute Hepatitis,0
Monaco,"Fire, Heat, and Hot Substances",0
Mongolia,Interpersonal Violence,8807
Mongolia,Self-harm,16429
Mongolia,Diabetes Mellitus,2817
Mongolia,Road Injuries,15241
Mongolia,Alzheimer's Disease and Other Dementias,4504
Mongolia,Nutritional Deficiencies,691
Mongolia,Cirrhosis and Other Chronic Liver Diseases,34731
Mongolia,Neonatal Disorders,30005
Mongolia,Exposure to Forces of Nature,282
Mongolia,Meningitis,4336
Mongolia,Protein-Energy Malnutrition,48
Mongolia,Parkinson's Disease,1246
Mongolia,Alcohol Use Disorders,8973
Mongolia,Chronic Respiratory Diseases,13996
Mongolia,Maternal Disorders,2286
Mongolia,Poisonings,4616
Mongolia,Chronic Kidney Disease,11467
Mongolia,Environmental Heat and Cold Exposure,7290
Mongolia,"Fire, Heat, and Hot Substances",2727
Mongolia,Conflict and Terrorism,156
Mongolia,Diarrheal Diseases,7025
Mongolia,Acute Hepatitis,1771
Mongolia,Neoplasms,120092
Mongolia,Tuberculosis,14616
Mongolia,Drug Use Disorders,386
Mongolia,Malaria,0
Mongolia,Drowning,5066
Mongolia,HIV/AIDS,180
Mongolia,Lower Respiratory Infections,42949
Mongolia,Digestive Diseases,49936
Mongolia,Cardiovascular Diseases,231046
Montenegro,Alzheimer's Disease and Other Dementias,4422
Montenegro,Drowning,385
Montenegro,"Fire, Heat, and Hot Substances",392
Montenegro,Lower Respiratory Infections,1940
Montenegro,Parkinson's Disease,1230
Montenegro,Poisonings,121
Montenegro,Conflict and Terrorism,3
Montenegro,Protein-Energy Malnutrition,30
Montenegro,Meningitis,64
Montenegro,Cardiovascular Diseases,101092
Montenegro,Chronic Respiratory Diseases,2170
Montenegro,Chronic Kidney Disease,3176
Montenegro,Environmental Heat and Cold Exposure,167
Montenegro,Maternal Disorders,25
Montenegro,Diarrheal Diseases,30
Montenegro,Drug Use Disorders,32
Montenegro,Tuberculosis,188
Montenegro,Neoplasms,40554
Montenegro,HIV/AIDS,59
Montenegro,Digestive Diseases,4156
Montenegro,Acute Hepatitis,0
Montenegro,Cirrhosis and Other Chronic Liver Diseases,1373
Montenegro,Alcohol Use Disorders,243
Montenegro,Nutritional Deficiencies,30
Montenegro,Diabetes Mellitus,3750
Montenegro,Self-harm,3568
Montenegro,Exposure to Forces of Nature,1
Montenegro,Neonatal Disorders,1549
Montenegro,Interpersonal Violence,832
Montenegro,Road Injuries,2028
Montenegro,Malaria,0
Morocco,Poisonings,8898
Morocco,Neoplasms,543654
Morocco,HIV/AIDS,17552
Morocco,Maternal Disorders,38902
Morocco,Exposure to Forces of Nature,1847
Morocco,Cardiovascular Diseases,2551096
Morocco,Drowning,17133
Morocco,Malaria,0
Morocco,Chronic Respiratory Diseases,213543
Morocco,Meningitis,29170
Morocco,Chronic Kidney Disease,182577
Morocco,Environmental Heat and Cold Exposure,3521
Morocco,Diarrheal Diseases,153225
Morocco,Drug Use Disorders,7718
Morocco,Tuberculosis,168232
Morocco,Cirrhosis and Other Chronic Liver Diseases,105855
Morocco,Digestive Diseases,179607
Morocco,Acute Hepatitis,15900
Morocco,Road Injuries,305148
Morocco,Interpersonal Violence,10907
Morocco,Alcohol Use Disorders,2745
Morocco,Diabetes Mellitus,112749
Morocco,Neonatal Disorders,400341
Morocco,Nutritional Deficiencies,9729
Morocco,"Fire, Heat, and Hot Substances",29598
Morocco,Conflict and Terrorism,171
Morocco,Protein-Energy Malnutrition,8554
Morocco,Lower Respiratory Infections,252563
Morocco,Alzheimer's Disease and Other Dementias,102231
Morocco,Parkinson's Disease,24816
Morocco,Self-harm,76054
Mozambique,Environmental Heat and Cold Exposure,4100
Mozambique,Lower Respiratory Infections,546527
Mozambique,Cirrhosis and Other Chronic Liver Diseases,66310
Mozambique,Chronic Respiratory Diseases,94550
Mozambique,Neoplasms,266464
Mozambique,Malaria,817948
Mozambique,Cardiovascular Diseases,666919
Mozambique,Protein-Energy Malnutrition,188945
Mozambique,Nutritional Deficiencies,195650
Mozambique,Tuberculosis,602652
Mozambique,Interpersonal Violence,33861
Mozambique,HIV/AIDS,1541266
Mozambique,Diabetes Mellitus,93783
Mozambique,Maternal Disorders,52371
Mozambique,Drug Use Disorders,1804
Mozambique,Chronic Kidney Disease,58349
Mozambique,Road Injuries,114554
Mozambique,Digestive Diseases,156332
Mozambique,Parkinson's Disease,6976
Mozambique,Conflict and Terrorism,5574
Mozambique,Alzheimer's Disease and Other Dementias,31971
Mozambique,Poisonings,16546
Mozambique,Neonatal Disorders,734771
Mozambique,Alcohol Use Disorders,5048
Mozambique,"Fire, Heat, and Hot Substances",18141
Mozambique,Diarrheal Diseases,514639
Mozambique,Self-harm,46724
Mozambique,Drowning,22265
Mozambique,Acute Hepatitis,17322
Mozambique,Exposure to Forces of Nature,2592
Mozambique,Meningitis,120772
Myanmar,Tuberculosis,866485
Myanmar,Maternal Disorders,63745
Myanmar,Acute Hepatitis,17130
Myanmar,Neoplasms,1260516
Myanmar,Drug Use Disorders,5264
Myanmar,Road Injuries,291092
Myanmar,Meningitis,139348
Myanmar,Neonatal Disorders,859666
Myanmar,Chronic Respiratory Diseases,1253201
Myanmar,Environmental Heat and Cold Exposure,518
Myanmar,Poisonings,50299
Myanmar,Chronic Kidney Disease,288985
Myanmar,Cardiovascular Diseases,3522423
Myanmar,Cirrhosis and Other Chronic Liver Diseases,530177
Myanmar,Malaria,157143
Myanmar,Diarrheal Diseases,706020
Myanmar,Protein-Energy Malnutrition,85808
Myanmar,Parkinson's Disease,35045
Myanmar,Self-harm,74663
Myanmar,Nutritional Deficiencies,93900
Myanmar,HIV/AIDS,268570
Myanmar,Diabetes Mellitus,520531
Myanmar,"Fire, Heat, and Hot Substances",12452
Myanmar,Exposure to Forces of Nature,139932
Myanmar,Alcohol Use Disorders,13690
Myanmar,Alzheimer's Disease and Other Dementias,128601
Myanmar,Digestive Diseases,744192
Myanmar,Interpersonal Violence,29794
Myanmar,Drowning,155752
Myanmar,Conflict and Terrorism,18252
Myanmar,Lower Respiratory Infections,1153570
Namibia,Diabetes Mellitus,18854
Namibia,Drowning,2130
Namibia,Exposure to Forces of Nature,264
Namibia,Acute Hepatitis,309
Namibia,Cardiovascular Diseases,94038
Namibia,Meningitis,3979
Namibia,Tuberculosis,33474
Namibia,"Fire, Heat, and Hot Substances",2372
Namibia,Malaria,7383
Namibia,Cirrhosis and Other Chronic Liver Diseases,8575
Namibia,Alzheimer's Disease and Other Dementias,4486
Namibia,Neonatal Disorders,30358
Namibia,Neoplasms,32146
Namibia,Road Injuries,15198
Namibia,Protein-Energy Malnutrition,7214
Namibia,Alcohol Use Disorders,649
Namibia,Nutritional Deficiencies,7408
Namibia,Maternal Disorders,2864
Namibia,Poisonings,847
Namibia,Interpersonal Violence,11562
Namibia,Diarrheal Diseases,27497
Namibia,Chronic Kidney Disease,8490
Namibia,Lower Respiratory Infections,42672
Namibia,HIV/AIDS,156336
Namibia,Chronic Respiratory Diseases,23323
Namibia,Digestive Diseases,18726
Namibia,Parkinson's Disease,1149
Namibia,Environmental Heat and Cold Exposure,548
Namibia,Conflict and Terrorism,216
Namibia,Drug Use Disorders,140
Namibia,Self-harm,6700
Nauru,HIV/AIDS,6
Nauru,Cirrhosis and Other Chronic Liver Diseases,60
Nauru,Chronic Respiratory Diseases,128
Nauru,Chronic Kidney Disease,81
Nauru,Neonatal Disorders,140
Nauru,Neoplasms,226
Nauru,Drug Use Disorders,0
Nauru,Parkinson's Disease,0
Nauru,Self-harm,73
Nauru,Maternal Disorders,23
Nauru,Alzheimer's Disease and Other Dementias,0
Nauru,Protein-Energy Malnutrition,22
Nauru,Poisonings,0
Nauru,Digestive Diseases,84
Nauru,Malaria,0
Nauru,Nutritional Deficiencies,22
Nauru,Alcohol Use Disorders,0
Nauru,"Fire, Heat, and Hot Substances",0
Nauru,Interpersonal Violence,30
Nauru,Diabetes Mellitus,161
Nauru,Exposure to Forces of Nature,0
Nauru,Tuberculosis,30
Nauru,Conflict and Terrorism,0
Nauru,Meningitis,19
Nauru,Acute Hepatitis,0
Nauru,Road Injuries,109
Nauru,Environmental Heat and Cold Exposure,0
Nauru,Diarrheal Diseases,24
Nauru,Lower Respiratory Infections,183
Nauru,Cardiovascular Diseases,772
Nauru,Drowning,56
Nepal,Poisonings,17920
Nepal,Exposure to Forces of Nature,15571
Nepal,Environmental Heat and Cold Exposure,6599
Nepal,Protein-Energy Malnutrition,95262
Nepal,Malaria,1643
Nepal,Meningitis,37391
Nepal,Maternal Disorders,80001
Nepal,Road Injuries,66812
Nepal,Parkinson's Disease,13742
Nepal,HIV/AIDS,34487
Nepal,Self-harm,88624
Nepal,Alzheimer's Disease and Other Dementias,41405
Nepal,Interpersonal Violence,13560
Nepal,Acute Hepatitis,26986
Nepal,Cirrhosis and Other Chronic Liver Diseases,188003
Nepal,Nutritional Deficiencies,108221
Nepal,Chronic Respiratory Diseases,822694
Nepal,Lower Respiratory Infections,502770
Nepal,Chronic Kidney Disease,85814
Nepal,Drowning,62520
Nepal,Diarrheal Diseases,355418
Nepal,Diabetes Mellitus,54405
Nepal,Neonatal Disorders,519032
Nepal,Conflict and Terrorism,14447
Nepal,Cardiovascular Diseases,913752
Nepal,"Fire, Heat, and Hot Substances",5157
Nepal,Neoplasms,406878
Nepal,Tuberculosis,301406
Nepal,Drug Use Disorders,658
Nepal,Alcohol Use Disorders,5022
Nepal,Digestive Diseases,273247
Netherlands,Cardiovascular Diseases,1334457
Netherlands,Malaria,0
Netherlands,Parkinson's Disease,42419
Netherlands,Protein-Energy Malnutrition,4422
Netherlands,Drowning,2954
Netherlands,"Fire, Heat, and Hot Substances",3627
Netherlands,Lower Respiratory Infections,189718
Netherlands,Diabetes Mellitus,103768
Netherlands,Interpersonal Violence,5840
Netherlands,Exposure to Forces of Nature,43
Netherlands,Alcohol Use Disorders,9705
Netherlands,Acute Hepatitis,163
Netherlands,Maternal Disorders,440
Netherlands,Conflict and Terrorism,230
Netherlands,Meningitis,3732
Netherlands,Neoplasms,1338631
Netherlands,Tuberculosis,4343
Netherlands,Cirrhosis and Other Chronic Liver Diseases,51593
Netherlands,Neonatal Disorders,13431
